Price_Real_Sugar_Brasil,Price_Real_Ethanol_Brasil,Price_Real_Ethanol_USA,Price_Real_Sugar_CHINA,Price_Real_Raizen
135.11,3440.0,10.771265678449259,4302.9702206833945,6.59
132.69,3417.0,10.874278135657446,4308.060744933846,6.2
134.21,3397.0,10.747697274712754,4313.151269184296,6.05
133.43,3399.5,10.667554882664648,4318.241793434748,5.55
134.38,3424.0,10.868049195837276,4360.63488213769,5.56
133.32,3458.0,11.112165924803486,4431.599229749175,5.19
132.83,3462.5,11.099215463331438,4397.127228148293,5.2
132.78,3477.5,11.023921159859757,4382.078794803437,5.21
131.21,3453.0,11.240176787086858,4415.41133949159,5.38
131.96,3447.0,11.066022147327878,4354.378398309532,5.17
131.0,3449.0,10.946943005181348,4336.790156245585,5.48
130.51,3445.5,10.782787211839485,4358.920901564197,5.62
129.86,3443.5,10.668425353986507,4297.968297356704,5.56
129.32,3434.0,10.69102517814727,4330.898659683504,5.67
130.58,3418.5,10.617021839841165,4363.696324924262,5.54
131.97,3402.0,10.461176470588235,4331.66880733945,5.64
131.8,3373.0,10.435902985074627,4316.022925443323,5.79
131.88,3331.5,10.487027027027029,4329.102307455071,5.92
130.79,3270.0,10.447841450874076,4294.5087470843055,6.18
130.02,3239.5,10.265942921096812,4253.736743188874,6.07
130.68,3206.5,10.270860007174,4234.669268836691,6.29
130.92,3172.5,10.275777093251191,4304.780188230021,6.13
130.64,3166.5,10.212412247946231,4260.472885759786,6.19
128.55,3165.5,10.370707070707072,4344.948353188507,6.3
129.84,3176.5,10.395981360671017,4332.594573095384,6.19
129.96,3205.5,10.267551743427187,4320.24079300226,5.96
129.28,3206.0,10.383882948790097,4355.744188007759,5.64
129.39,3185.0,10.548982214358878,4384.404081632653,5.52
128.79,3184.5,10.55691706227311,4390.2635453556795,5.41
127.19,3157.0,10.560680657969371,4406.407461759892,5.32
127.32,3112.5,10.905365853658536,4472.568361870687,5.13
126.71,3095.5,11.020918484500577,4501.577403183891,5.01
127.1,3080.5,11.008938740293358,4520.378958193479,5.12
126.895,3100.0,10.9161,4452.660257144494,5.1
126.69,3119.5,11.087148579057791,4512.127439267224,5.08
126.33,3170.5,11.114531635500459,4531.162112984392,5.08
127.02,3164.0,11.141914691943128,4524.990662139219,5.04
126.17,3131.5,11.158049615055603,4516.253795818934,4.99
126.75,3114.5,11.221995616125037,4539.88233120639,4.79
127.14,3134.5,11.257901938426455,4545.882275319958,4.78
127.33,3125.5,11.328354143019297,4583.855803893295,4.8
128.02,3096.0,11.328914163836357,4569.992002825857,4.82
127.94,3043.5,11.329474184653417,4585.813318746271,4.8
127.06,3001.5,11.277042456917302,4547.123147190625,4.59
126.83,2979.0,11.419925179856117,4593.477758694718,4.52
127.64,2952.5,11.497356175933891,4569.84344856167,4.54
126.65,2951.5,11.574787172011664,4628.300482405945,4.53
126.45,2974.5,11.698001375650978,4623.064446689803,4.39
126.78,3031.0,11.666333988212182,4617.508280814891,4.55
125.98,3055.0,11.550250910164323,4604.899772376826,4.4
126.6,3055.5,11.480855614973263,4576.135294204417,4.16
126.28,3043.5,11.617151961760607,4615.538523060517,4.02
127.11,3037.5,11.700733088308336,4644.670033371725,4.14
127.51,3030.5,11.784683658170916,4674.902037918897,4.29
127.72,3005.0,11.688780196838652,4609.941215430582,4.42
131.0,3015.0,11.62084690553746,4644.414276506606,4.3
131.12,3034.5,11.691619326500733,4694.769170624349,4.33
131.99,3014.5,11.738633199333268,4650.294083493003,4.49
131.45,3017.5,11.812758113540545,4666.395596755504,4.45
131.11,3017.0,11.832518155053975,4677.9638935688145,4.2
130.08,3025.0,11.812051582649472,4587.838133557183,4.15
130.16,3040.5,11.614373765310154,4495.6590992096535,4.17
130.49,3044.5,11.497659574468084,4494.445092946567,4.49
131.7,3048.5,11.374036751630115,4491.787778997439,4.49
131.46,3016.5,11.170449107668171,4459.076500982462,4.41
131.5,3000.5,11.1288654353562,4407.506996599378,4.41
129.33,2999.0,11.234154929577466,4414.516689092408,4.61
128.84,2984.0,11.346038846380223,4407.1444864158075,4.81
129.48,2968.5,11.380007268441213,4378.371417353749,5.05
129.61,2942.5,11.266004886152643,4316.9336306248915,4.86
129.55,2933.0,11.098458672418865,4264.504504504505,4.95
129.96,2914.0,11.081195817862026,4265.460683587532,4.92
129.77,2909.5,11.06848517362466,4248.772211146746,5.15
129.94,2886.0,10.963239214548267,4239.844749382786,4.88
129.94,2848.0,11.137396888672825,4351.2638568462335,5.27
129.14,2788.5,11.079072878862187,4315.42169442433,5.21
129.47,2728.5,11.056700720560658,4276.932104061542,5.19
129.99,2704.0,11.234053325462417,4326.433739135482,5.28
128.24,2648.0,11.109892513263901,4242.300521285838,5.09
127.74,2614.5,11.248634772229957,4258.900614320526,4.85
128.95,2561.5,11.18248895110489,4231.210015045942,4.85
129.1,2547.5,11.09866263725194,4196.396161996703,5.02
128.15,2493.0,11.008613448761828,4143.727880386983,5.09
128.08,2487.5,11.028036008024072,4151.229503637455,5.03
127.73,2502.0,11.028291096232639,4135.584293224215,4.85
128.2,2489.5,10.963623372721809,4098.152699727711,5.0
126.22,2473.5,10.829982658959537,4010.793869975301,4.9
125.07,2437.0,11.1252602,4089.618315517716,4.84
123.99,2372.0,11.284334166333467,4143.273193561006,4.77
122.73,2311.0,11.278158010607426,4136.368805319349,4.6
125.0,2297.0,11.222242784514027,4100.27040193113,4.62
124.95,2317.0,11.166327558420628,4072.6071413063933,4.44
124.945,2325.5,11.341916135558929,4119.30686695279,4.415
124.94,2334.0,11.23616365271256,4102.672761773331,4.39
125.13,2345.5,11.201115235346801,4105.213278115699,4.39
123.81,2358.5,11.051424224519941,4077.1228523207947,4.36
123.94,2399.0,10.993808746928748,4049.032426525891,4.15
124.05,2495.5,11.211025725725724,4123.804716031632,4.2
124.25,2522.5,11.210944455564452,4138.678191032469,4.21
123.9,2524.0,11.349700522403054,4189.8411881869115,4.29
124.55,2518.0,11.440104704704705,4208.024576827562,4.48
124.73,2504.5,11.28303414780693,4141.041239468799,4.45
124.9,2473.5,11.109101958409044,4071.9653399407052,4.36
124.38,2469.5,11.079825677863214,4061.913572288121,4.55
124.43,2483.5,11.178533524707813,4072.5480256905043,4.39
124.62,2487.0,11.538476466929298,4142.688729641694,4.29
124.86,2529.0,11.480592596433015,4111.039027705477,4.19
125.45,2603.0,11.686796445373759,4121.106721195393,4.14
124.31,2648.0,11.69357933237173,4169.176357569017,4.15
124.41,2636.5,11.657162905211326,4141.9527159497175,4.19
124.73,2662.5,11.460116755428102,4122.362438649068,4.39
125.42,2648.0,11.05275796178344,4102.772161348419,4.38
125.44,2659.5,11.240905194150276,4083.1818840477704,4.43
125.68,2676.5,11.218132352941177,4063.591606747121,4.46
125.56,2702.0,11.26600745126059,4044.0013294464725,4.19
125.68,2790.0,11.215717025884294,4024.4110521458233,4.08
125.65,2811.5,11.214174226061916,4036.1034032352986,4.35
126.025,2819.0,11.439095198846074,4110.8009999568985,4.3
126.4,2826.5,11.36394434746894,4079.107784687969,4.25
126.19,2830.5,11.381444581661007,4065.5104786139073,4.11
127.22,2835.0,11.426739603655406,4126.8093540567515,4.1
127.11,2801.0,11.380680732079309,4112.583715839277,4.14
127.69,2791.0,11.438183166291678,4103.227091351597,4.16
128.28,2790.0,11.318653246356131,4053.2041971266476,4.2
128.46,2785.0,11.352912332990751,4057.9520169068423,4.27
127.83,2777.5,11.288927113998579,4009.3315162697077,4.13
128.6,2749.5,11.451261940979617,4030.413836163836,4.09
128.15,2729.0,11.414944028733915,4089.936509701452,3.97
128.66,2759.5,11.602483710271992,4100.0562355276215,4.13
128.75,2828.5,11.56833182594714,4074.2960684044956,4.15
128.26,2907.5,11.485952592293726,3989.5429676706267,4.29
129.08,2955.0,11.153036795013572,3882.7318783343726,4.51
128.955,2963.0,11.115583770690352,3878.3098287044736,4.605
128.83,2971.0,11.13669455552138,3839.707764092648,4.7
129.13,2982.0,10.87548642625608,3836.840212147714,4.72
129.12,2978.5,11.248182272909164,3934.456997034278,4.55
129.05,2943.5,11.18213636816416,3920.2994657547415,4.47
129.5,2907.5,11.47583484026522,4075.2230411171445,4.11
130.01,2880.0,11.561182285603417,4188.694159717199,4.14
130.01,2894.5,11.43535274735924,4168.063328121142,4.12
129.96499999999997,2897.75,11.52367166474433,4339.306675398027,4.075
129.92,2901.0,11.506100461006532,4321.787655995659,4.03
131.71,2886.0,11.839532415931776,4410.4939140795295,3.91
131.93,2919.5,11.56383079297704,4276.579888873831,4.07
131.82,2923.0,11.473800605114192,4207.9472479875785,4.03
134.1,2916.0,11.479760365972355,4196.933900523561,4.03
134.43,2901.0,11.64742372881356,4259.013003162931,4.0
135.7,2907.5,11.601236490912804,4196.240186991215,4.15
135.54,2894.5,11.555049253012047,4202.535277124623,4.05
136.0,2897.0,11.639204243524802,4191.799139739266,4.02
135.58,2897.5,11.492117113640749,4139.143453270336,4.0
136.29,2877.5,11.467920489591364,4174.131854514754,4.05
136.66,2845.0,11.26762846757222,4118.038315419455,3.84
138.42,2858.0,11.20836752704498,4111.2266699111815,3.9
138.77,2854.5,11.326726268064608,4208.606146276487,3.73
139.0,2851.5,11.325522346899962,4196.4289329741205,3.68
139.03,2830.5,11.29306705290151,4176.374203821656,3.6
140.64,2783.5,11.274425325601293,4180.142927281654,3.34
140.53,2788.0,11.349803674590397,4250.130888057162,3.35
139.34,2768.0,11.367653853436849,4286.725125559929,3.3
139.17,2746.0,11.431884684684684,4310.481958797887,3.26
139.34,2749.5,11.534938679688233,4388.5904146792955,3.34
139.35,2785.0,11.444286507861783,4364.050346588836,3.3
139.08,2832.5,11.443592899519729,4376.386752569661,3.26
139.08,2891.5,11.485435648235516,4378.050202297668,3.34
139.04,2927.5,11.46539050853854,4381.534127198918,3.54
140.08,2968.0,11.157107277171868,4269.095649362023,3.62
141.65,2969.5,11.256385403931157,4309.018712363092,3.63
141.65,2971.5,11.15574035021653,4277.462896574031,3.71
140.59,2975.0,11.276836430755855,4283.37507749535,3.63
136.69,2973.0,11.397932511295181,4434.696867313566,3.68
136.69,2968.0,11.39582227443609,4410.162561974564,3.75
136.69,2969.0,11.232370269508875,4360.838586128306,3.74
136.6,2965.25,11.424165197824864,4487.46182490283,3.64
136.51,2961.5,11.517374964962693,4518.508618557395,3.54
136.51,2945.5,11.610584732100522,4549.55541221196,3.34
135.13,2906.0,11.776114539107462,4586.76944577653,3.32
135.64,2831.5,11.63160645222149,4514.649410537585,3.23
134.66,2783.5,11.532330857142856,4486.9199250468455,3.22
135.03,2768.0,11.410104244577411,4480.88247456786,3.23
132.58,2732.0,11.380568031334516,4454.354713193642,3.35
135.22,2705.0,11.228272075928166,4390.841539961816,3.58
134.94,2673.0,11.145239138507241,4381.817111416782,3.49
134.14,2662.5,11.093159977806549,4364.388565771563,3.34
134.85,2662.0,11.087792153433385,4346.8934346279075,3.3
134.85,2638.0,11.082424329060222,4262.499475997985,3.36
133.38,2651.0,11.015736876095579,4277.910237317776,3.35
134.73,2642.0,11.254783726306059,4345.043364567444,3.41
133.49,2655.0,11.232369388509145,4349.171603677222,3.29
133.62,2663.0,11.20595087848404,4362.068024463518,3.29
132.77,2739.5,11.177970528642474,4374.964445249813,3.47
132.26,2831.5,11.063255193969479,4387.860866036109,3.53
132.47,2855.5,11.022587608994952,4400.757286822404,3.48
132.37,2868.0,10.959939622641508,4413.6537076087,3.42
130.45,2854.0,11.030752453453179,4426.550128394995,3.25
131.86,2850.5,11.045975537708854,4437.525861362333,3.29
131.6,2836.5,10.944649715439693,4426.5694875565,3.15
131.56,2815.0,10.789069803421915,4364.779799128292,3.05
129.36,2764.5,10.949040321843286,4434.533756734384,3.09
129.74,2744.0,11.154939216778027,4478.767615268846,3.15
129.93,2715.0,11.15156785046729,4457.858527985897,3.13
130.98,2763.0,11.20136786213321,4496.376820746558,3.3
132.12,2806.0,11.26845836041222,4541.399468434897,3.28
133.15,2804.5,11.370013564078578,4566.0404052885215,3.21
133.11,2851.5,11.23897959947595,4504.452708076237,3.22
134.04,2837.5,11.157902407286922,4458.465886460976,2.98
134.35,2823.0,11.281631775700934,4508.222152425952,3.09
132.93,2803.0,11.328083177570093,4497.079658082372,3.08
131.95,2802.0,11.285403011764707,4470.484202460284,3.03
131.92666666666665,2803.3333333333335,11.226568253819337,4451.939910644752,3.0466666666666664
131.90333333333334,2804.6666666666665,11.16773349587397,4439.024423485798,3.0633333333333335
131.88,2806.0,11.168009019165726,4464.100099499775,3.08
132.0,2821.0,11.147999717407686,4443.902249170387,3.04
133.27,2835.0,11.169528192999055,4430.306220877953,2.89
132.1,2817.0,11.23048398711389,4407.094878573959,3.04
133.49,2817.5,11.249654393069026,4438.879763246135,3.08
131.31,2893.5,11.232790621490077,4483.745790671993,3.02
130.4,2902.0,11.256762093352194,4490.367660503513,2.92
130.52,2886.5,11.247378991992463,4518.482611897553,2.83
130.73,2865.5,11.236550441480368,4561.8708436085735,2.91
131.49,2831.5,11.189785654008439,4598.57843866171,2.91
130.9,2817.5,11.17080227596017,4585.933028711724,2.94
131.47,2753.5,11.098211294296004,4555.7254709923145,2.8
133.34,2734.5,11.235117797090497,4697.970405196075,2.72
133.64,2717.5,11.35524154679619,4805.434677781865,2.62
130.03,2790.5,11.298304554344789,4746.1169771414625,2.71
132.11,2818.0,11.404606313394634,4759.988471831469,2.71
132.68,2816.5,11.423011326097216,4699.9883633376685,2.73
132.26,2830.5,11.365846935893815,4684.973836453903,2.47
132.47,2820.5,11.328866567136325,4694.170832259726,2.47
132.22,2798.0,11.32860532665182,4699.573996057144,2.38
132.55,2763.5,11.357622902178953,4715.566259866914,2.33
131.84,2783.5,11.32146291019395,4772.081090537194,2.26
131.64,2775.0,11.523590321079572,4800.316013328637,2.41
131.32,2771.0,11.305883412234289,4678.902861151205,2.51
132.1,2799.5,11.178754727423668,4642.618236446066,2.65
132.57,2861.5,11.023561546941025,4672.439344174744,2.89
134.59,2873.0,10.960592,4739.443200513623,2.85
137.1,2876.0,10.891678564857406,4752.922706863374,2.83
136.29,2886.0,10.927115035317861,4731.64646693499,2.83
135.75,2904.0,10.962432998171845,4744.791746011821,2.82
139.23,2916.0,10.9081498854787,4757.93702508865,2.79
138.785,2925.75,10.9081498854787,4860.02922121204,2.8
138.34,2935.5,10.9081498854787,4920.25627216253,2.81
137.98,2951.5,10.913396790463091,4892.517847629196,3.06
141.53,3017.0,10.809946438381248,4875.386922575582,3.06
141.4,3041.0,10.6170528370404,4768.936508355553,3.03
139.2,3069.5,10.633988423623045,4804.621111125776,3.04
141.65,3147.5,10.599546580457153,4790.389471451486,3.12
142.0,3206.5,10.615725391906672,4853.596518903441,3.18
142.05,3217.5,10.840183206805087,4943.4775879903455,3.03
142.05,3214.5,10.955859283625731,4991.482057956387,3.11
142.075,3205.0,10.911691747130623,5020.613443711237,3.17
142.1,3195.5,10.957813852026904,4996.401439930377,3.23
143.02,3104.5,10.926362638359643,4971.042286568181,3.18
144.21,3057.5,10.911493704139867,4996.701154087721,3.05
147.4,3034.0,10.868017750407535,4985.633819028436,3.13
147.22,3013.5,10.798505782715598,5028.675502441464,3.19
146.615,2990.75,10.798505782715598,5010.952229015634,3.115
146.01,2968.0,10.810518285453716,4993.228955589804,3.04
146.51,2890.5,10.864881010594948,4975.505682163974,3.15
149.77,2806.0,10.770655047859853,4957.782408738143,3.18
150.34,2802.0,10.783417468676232,5003.387639268447,3.28
149.15,2791.0,10.693004711425207,4984.392104470378,3.31
149.08,2789.0,10.81840888767223,5007.271287885779,3.18
148.77,2775.5,10.755070045662102,4979.756997019178,3.28
148.33,2723.5,10.719588106129919,4965.054987667674,3.33
148.15,2672.5,10.68278406169666,4904.282348590898,3.29
147.62,2637.0,10.616439040088268,4853.381190410071,3.14
149.09,2554.0,10.593487730907086,4836.93507315979,3.24
149.02,2518.5,10.721784837011729,5001.054037644201,3.42
150.38,2536.5,10.71446703042634,4896.717423634234,3.47
149.56,2640.5,10.707826980014806,4913.911358656917,3.67
149.76,2648.5,10.794216965440768,5001.460922607701,3.65
148.95,2641.0,10.755681324798218,5058.763660753034,3.65
149.23,2629.5,10.699204172461751,5028.120899940793,3.49
148.48,2622.0,10.733537028411739,4969.395053431896,3.45
149.01,2619.0,10.829723560599016,4932.342936974458,3.46
148.62,2643.0,10.820982219614475,4939.867581113163,3.53
149.55,2673.0,10.812240878629934,4937.713909724964,3.6
148.73,2699.5,10.98159393428812,4992.213681742749,3.63
150.84,2709.0,10.915504533981489,4960.948229169405,3.76
